naive	form
ENSMUSG00000105901	0.0785018666801467	0.076930147475027
ENSMUSG00000104836	0	0
ENSMUSG00000104529	4.77162160256522	0.778866849221811
ENSMUSG00000061898	4.8830838738844	3.10643347068011
ENSMUSG00000029586	0.0563027441902515	0.0507264224789353
ENSMUSG00000039296	0.258696174090179	0.0140946361321153
ENSMUSG00000089879	0	0
ENSMUSG00000029587	4.70287013923974	4.57623077815864
ENSMUSG00000046658	0.783335592484058	1.00940897152722
ENSMUSG00000105345	0.0959330409188681	0.321856259885986
ENSMUSG00000093910	0.107521606230678	1.24373287553251
ENSMUSG00000039244	6.28618202366522	6.9735281082028
ENSMUSG00000105609	0.047951761622161	0.0920589792308066
ENSMUSG00000001844	5.04293337180833	3.77472029987811
ENSMUSG00000089889	0.834280305516169	0.831673720705913
ENSMUSG00000104875	0	0
ENSMUSG00000010825	0.0681111007400979	0.189244569086985
ENSMUSG00000093720	0.0382272784959885	0.0771999564227487
ENSMUSG00000106198	0	0
ENSMUSG00000105594	0.071972314164751	0.204656508500444
ENSMUSG00000045345	0.0722626823695731	0.0806453622947577
ENSMUSG00000079111	62.2949444001573	42.82866405434
ENSMUSG00000105206	0.184265756102508	0.204716697077473
ENSMUSG00000106068	0	0
ENSMUSG00000039206	0.781366587938221	1.20152964222154
ENSMUSG00000001847	18.8728009656391	28.8034658842877
ENSMUSG00000105198	0	0
ENSMUSG00000118332	0	0
ENSMUSG00000083012	0.140706548272295	0.36140482192177
ENSMUSG00000018001	3.34285866218203	4.52028127120216
ENSMUSG00000051306	5.19271033214566	5.96501288509892
ENSMUSG00000097287	0.203596410633618	0.200657043702153
ENSMUSG00000104708	0.00447495621215468	0.00830384479077633
ENSMUSG00000029613	7.8891611335579	5.37964871101979
ENSMUSG00000029607	0.0364622434573589	0.11046217095799
ENSMUSG00000029610	33.7824426408672	33.5125270207139
ENSMUSG00000079109	5.46276057865578	5.23862014993987
ENSMUSG00000091351	0	0
ENSMUSG00000104633	0	0
ENSMUSG00000075569	0.157587098276112	0.150712264504601
ENSMUSG00000029617	25.2131675774678	23.8048147744767
ENSMUSG00000093856	0	0
ENSMUSG00000029618	0.0226250855692295	0
ENSMUSG00000105150	0.0881556063758765	0.0339319600282444
ENSMUSG00000038970	16.6283131836791	19.3240614708179
ENSMUSG00000098039	0.0313351233770283	0
ENSMUSG00000052271	0.554266652589916	0.573292049339405
ENSMUSG00000066621	4.00652678755141	1.95320079716291
ENSMUSG00000104662	0.0961100142697567	0.0518183631579348
ENSMUSG00000087484	0.105135368261539	0.182298037551251
ENSMUSG00000047843	9.43192575683676	10.6573594620663
ENSMUSG00000038859	0.822142538558432	1.72253727243705
ENSMUSG00000086894	0.0721896875545915	0.108174137428604
ENSMUSG00000104600	0	0
ENSMUSG00000083574	0.0778600362546725	0
ENSMUSG00000059991	23.0050970237505	10.470191871372
ENSMUSG00000082524	0.272350297041294	0
ENSMUSG00000043388	0.270827309468245	0.213773984702203
ENSMUSG00000045482	10.6981152853637	12.7664958996648
ENSMUSG00000088685	0.509943373229321	0.732190020858974
ENSMUSG00000038780	7.45130859681775	8.01541321878105
ENSMUSG00000098822	0.195108090849944	0.403425265420356
ENSMUSG00000038770	0.0849478286950571	0.021876330182284
ENSMUSG00000105177	0	0
ENSMUSG00000061707	0	0
ENSMUSG00000106393	0	0
ENSMUSG00000105024	0.116917789725472	0
ENSMUSG00000029620	0	0
ENSMUSG00000118480	0	0
ENSMUSG00000029621	20.7635514391285	23.1414053076932
ENSMUSG00000029622	22.8329897531204	7.99130971755626
ENSMUSG00000029623	27.5180761409941	30.0239804793814
ENSMUSG00000038722	59.8020879330693	48.589087401735
ENSMUSG00000029624	14.8505035267804	8.98352518063917
ENSMUSG00000029625	25.928220307539	22.3246822369582
ENSMUSG00000038690	47.6014131047494	28.5648562177555
ENSMUSG00000029627	1.51230424627691	1.47062113392476
ENSMUSG00000055991	15.6382528925702	8.12333586712102
ENSMUSG00000007812	31.9965765796793	20.496548671089
ENSMUSG00000106188	0	0
ENSMUSG00000070420	6.34396673607144	9.90788241864403
ENSMUSG00000104682	0.45910914067074	1.08682992905662
ENSMUSG00000070419	0	0
ENSMUSG00000104644	0	0
ENSMUSG00000105764	0	0
ENSMUSG00000038656	0.0173339381918012	0.0177884675113393
ENSMUSG00000105270	0	0
ENSMUSG00000075552	0	0
ENSMUSG00000106033	0	0
ENSMUSG00000105474	0	0
ENSMUSG00000106040	0.0164194823525822	0
ENSMUSG00000075551	0	0
ENSMUSG00000105661	0	0
ENSMUSG00000054417	0	0
ENSMUSG00000106473	0	0
ENSMUSG00000056035	0.0032562709056048	0
ENSMUSG00000105405	0	0
ENSMUSG00000104805	0	0
ENSMUSG00000105394	0	0
ENSMUSG00000029630	0	0
ENSMUSG00000104895	0	0
ENSMUSG00000104636	0	0
ENSMUSG00000105390	0	0
ENSMUSG00000061292	0	0
ENSMUSG00000104752	0	0
ENSMUSG00000096798	0	0
ENSMUSG00000095040	0.0536542635876282	0.179724205391753
ENSMUSG00000106547	0.0459150541475806	0.178495553508179
ENSMUSG00000105542	0.034987737810644	0
ENSMUSG00000105636	0.0660023893576016	0.302775828310339
ENSMUSG00000029634	9.14471829039661	12.693045235406
ENSMUSG00000029635	4.75268388314051	6.06658192872612
ENSMUSG00000080957	0.543117921825046	0.671503550667393
ENSMUSG00000029636	6.7063821473112	7.96669791121916
ENSMUSG00000096344	0	0
ENSMUSG00000096527	0	0
ENSMUSG00000079093	0	0
ENSMUSG00000041505	0	0
ENSMUSG00000079091	0	0
ENSMUSG00000096664	0	0
ENSMUSG00000095557	0	0
ENSMUSG00000094090	0.0802522875840007	0.0975853448987467
ENSMUSG00000041468	0.0142495947749866	0.0512514571065039
ENSMUSG00000105907	0	0
ENSMUSG00000106020	0	0
ENSMUSG00000029640	15.8671763047397	14.7975620545808
ENSMUSG00000104845	0	0
ENSMUSG00000041453	8.72267595995263	8.70572933873511
ENSMUSG00000077185	0	0
ENSMUSG00000077564	3.2739600067073	1.18780732838549
ENSMUSG00000029641	0.650256841070577	3.5761308096921
ENSMUSG00000016503	35.6749409154749	31.9384439118934
ENSMUSG00000016510	4.87031275983275	2.28448354280994
ENSMUSG00000016520	7.16957321119772	6.48949602259595
ENSMUSG00000029642	24.0925017951152	24.9284769524932
ENSMUSG00000083988	0	0
ENSMUSG00000053129	0.0338270875034586	0
ENSMUSG00000077735	0	0
ENSMUSG00000092570	0	0
ENSMUSG00000029644	0.143513754115102	0.0301506933991415
ENSMUSG00000098053	0	0
ENSMUSG00000098687	0	0
ENSMUSG00000029646	0.192175778245706	0.0699385124223786
ENSMUSG00000075543	0	0
ENSMUSG00000106939	0	0
ENSMUSG00000042817	0.0164471627625241	0.213780010783807
ENSMUSG00000097228	0	0.0407321361747308
ENSMUSG00000057157	1.29974655657275	0.244238482496961
ENSMUSG00000107037	1.46222206922695	0.705832354707346
ENSMUSG00000106820	3.06596629427597	1.43285128873928
ENSMUSG00000107336	0	0
ENSMUSG00000106891	0	0
ENSMUSG00000029647	6.12756327034374	6.40083443320226
ENSMUSG00000107085	0.975490449514723	1.42750023326736
ENSMUSG00000029648	0.138526973161645	2.41595423003713
ENSMUSG00000106845	0.0324228291110752	0
ENSMUSG00000107065	0	0
ENSMUSG00000029649	30.8109036526332	25.0096156687937
ENSMUSG00000107079	0	0
ENSMUSG00000029650	0.866266377039379	1.30900723715186
ENSMUSG00000085565	0.0447852412380321	0.064506804864512
ENSMUSG00000029651	0.819637587021566	0.675248428329999
ENSMUSG00000066554	0.743133889884638	0.960749078931429
ENSMUSG00000107033	0	0
ENSMUSG00000041313	14.7567668670357	6.48650317002299
ENSMUSG00000106956	0	0
ENSMUSG00000001687	10.3659763773898	5.26827569546193
ENSMUSG00000106899	0	0
ENSMUSG00000107098	0	0
ENSMUSG00000106733	0	0
ENSMUSG00000086494	1.19633399071556	0
ENSMUSG00000084513	0	0
ENSMUSG00000085740	0	0
ENSMUSG00000087647	0.0303009374645444	0
ENSMUSG00000041298	0.555354794539707	0.944195130213191
ENSMUSG00000106892	0	0
ENSMUSG00000106810	0	0
ENSMUSG00000085639	0	0.0540208020872432
ENSMUSG00000085237	0	0
ENSMUSG00000079069	0.0259533454182242	0
ENSMUSG00000108207	0.129868628470305	0.0197763423399836
ENSMUSG00000087272	0	0
ENSMUSG00000106951	0.0569903260029471	0.132078141552039
ENSMUSG00000085971	0.00584441884073593	0
ENSMUSG00000086610	0.0616341475700533	0.0248666769838508
ENSMUSG00000066551	5.67736797355622	6.14144062708123
ENSMUSG00000097191	0.184736560789268	0.174536233468524
ENSMUSG00000107133	0.0142475839538189	0
ENSMUSG00000107388	0	0
ENSMUSG00000092764	0	0
ENSMUSG00000024437	0.0446447435792533	0.137111414750247
ENSMUSG00000107313	0.0471250071114341	0.0609946972185733
ENSMUSG00000041264	16.0191268549632	9.46261304830653
ENSMUSG00000100783	0.086986590704171	0.229532230111319
ENSMUSG00000100465	0	0
ENSMUSG00000105790	0	0
ENSMUSG00000092674	0.438173132834438	0.217332641283927
ENSMUSG00000060063	0.874260847533701	1.00657263853155
ENSMUSG00000064704	0	0
ENSMUSG00000107317	0	0
ENSMUSG00000107271	0.0182365668260949	0
ENSMUSG00000107314	0	0
ENSMUSG00000107152	0	0
ENSMUSG00000029659	0.0166285882574779	0.0160966794479754
ENSMUSG00000106750	0	0
ENSMUSG00000106777	0	0
ENSMUSG00000029660	0.673267655853453	0.736945036005453
ENSMUSG00000107164	0.4688054321719	0.220335144231486
ENSMUSG00000107132	0	0
ENSMUSG00000106879	0	0
ENSMUSG00000029658	0.0930082744533129	0.00845191726645393
ENSMUSG00000029657	23.1304653491203	20.5354892307466
ENSMUSG00000106674	1.29464854358821	1.04596941273539
ENSMUSG00000080002	0.429952255860016	0.0670458579403422
ENSMUSG00000051950	6.54114597396933	3.45770301143248
ENSMUSG00000106740	0	0
ENSMUSG00000107214	0	0
ENSMUSG00000107279	0	0
ENSMUSG00000107093	0	0
ENSMUSG00000107112	0	0
ENSMUSG00000107056	0	0
ENSMUSG00000053368	0.0389329577343784	0.0217644690731578
ENSMUSG00000107360	0	0
ENSMUSG00000107384	0	0
ENSMUSG00000056602	2.03200055655596	1.11727165955286
ENSMUSG00000107082	0.506470273590571	0.575247868408107
ENSMUSG00000106719	0	0
ENSMUSG00000118543	0	0
ENSMUSG00000107262	0.185085405643151	0.0543711109445531
ENSMUSG00000106738	0.167429899477281	0.151520611616815
ENSMUSG00000056586	0	0
ENSMUSG00000082104	0	0
ENSMUSG00000041147	18.6588320441731	13.4917733823601
ENSMUSG00000095531	0	0
ENSMUSG00000088482	0	0
ENSMUSG00000106764	0	0.0462768523086778
ENSMUSG00000107178	0.387960611821939	0.261501307678805
ENSMUSG00000106980	0	0
ENSMUSG00000041132	0.776930895506374	1.28041127925697
ENSMUSG00000106927	0.049669832456611	0.0733645937270629
ENSMUSG00000107096	0.4767912240317	0.508844600910886
ENSMUSG00000029655	10.0212870181882	9.03152518285505
ENSMUSG00000034021	11.2623449896477	13.7617371291831
ENSMUSG00000084717	0.595812155814212	1.16830027383272
ENSMUSG00000077592	0	0
ENSMUSG00000107048	0.300844215772421	0.441546406693474
ENSMUSG00000106692	0	0
ENSMUSG00000107047	0	0
ENSMUSG00000058488	0.00589684567187902	0.073950607989206
ENSMUSG00000106963	0.0250926189623175	0.0508903624411679
ENSMUSG00000016128	0.0855508709120674	0.931411665137013
ENSMUSG00000107011	0	0
ENSMUSG00000107387	0	0
ENSMUSG00000107154	0.0632984264207833	0
ENSMUSG00000054622	0.366032860300523	0.627671356547616
ENSMUSG00000097321	0.122518679376894	0.205634374980444
ENSMUSG00000107123	0.00827694715748434	0
ENSMUSG00000106703	0	0.0139210404241877
ENSMUSG00000091794	0.00595940243875517	0.0294760163228256
ENSMUSG00000106759	0	0
ENSMUSG00000033970	19.7253871502292	21.9144714532972
ENSMUSG00000107326	0	0
ENSMUSG00000107241	0.0497308674491145	0.107902481517989
ENSMUSG00000095272	0.179540134135712	0
ENSMUSG00000092806	0	0
ENSMUSG00000094571	0	0
ENSMUSG00000106974	0	0
ENSMUSG00000107380	0	0
ENSMUSG00000106893	0	0
ENSMUSG00000107185	0.100830935421877	0
ENSMUSG00000107233	0	0
ENSMUSG00000107601	0	0
ENSMUSG00000106955	0	0
ENSMUSG00000106945	0	0.170022369031034
ENSMUSG00000106779	0	0
ENSMUSG00000107184	0	0
ENSMUSG00000107017	0.00784493269737239	0
ENSMUSG00000106734	0.0592592709946492	0.01357749763245
ENSMUSG00000107222	0	0
ENSMUSG00000107215	0.0264844373894148	0
ENSMUSG00000047735	0.836034511701373	0.228317129148737
ENSMUSG00000044156	0.0177399189396705	0.0369263890462919
ENSMUSG00000001376	9.79523943202424	6.61167160766935
ENSMUSG00000107094	0.200139116059727	0.109003819001979
ENSMUSG00000023964	0.0351157104540172	1.7282153648663
ENSMUSG00000076357	0	0
ENSMUSG00000070107	0	0
ENSMUSG00000108091	0	0
ENSMUSG00000029664	0.0109964478262857	0.143361833412049
ENSMUSG00000029663	0	0
ENSMUSG00000032766	0.122566005968282	0.887683859256298
ENSMUSG00000107681	0	0
ENSMUSG00000032757	6.93759114762241	6.77058572181463
ENSMUSG00000108139	0	0
ENSMUSG00000107510	0	0
ENSMUSG00000098779	0.0589703164328935	0.104906859796031
ENSMUSG00000107564	0	0
ENSMUSG00000108014	0.102347143589816	0.117034633313072
ENSMUSG00000087863	0	0
ENSMUSG00000107450	0	0
ENSMUSG00000102946	0	0
ENSMUSG00000029661	0.0121339276231841	0.324941106908284
ENSMUSG00000107603	0	0
ENSMUSG00000107828	0	0
ENSMUSG00000097513	0	0
ENSMUSG00000015189	3.13941729349722	8.85687869823591
ENSMUSG00000107932	0.0906113960544814	0.130547011265577
ENSMUSG00000004631	0.486259634741107	1.20591278857034
ENSMUSG00000092035	3.6824093427092	20.9053168294243
ENSMUSG00000107977	0	0
ENSMUSG00000093570	0	0
ENSMUSG00000097630	0	0
ENSMUSG00000083041	0	0
ENSMUSG00000032827	3.37102115028914	7.47187708050217
ENSMUSG00000097385	0.178765788897111	0.624920152796172
ENSMUSG00000097464	0.0687649591416696	0.378642257961266
ENSMUSG00000097396	0.648659213802011	1.75566014037367
ENSMUSG00000002588	0	0
ENSMUSG00000107881	0.129050820304892	0.134006875418502
ENSMUSG00000029759	0.562760629986452	0.264746110571017
ENSMUSG00000032667	0.337975855171159	1.26018491215245
ENSMUSG00000107668	0	0
ENSMUSG00000042607	0.0888180014166405	0.194502712453114
ENSMUSG00000019577	2.95324204493867	0.653032009788953
ENSMUSG00000029757	0.0892190965162418	0.135554477102893
ENSMUSG00000085416	0.0329705521317003	0
ENSMUSG00000015112	85.7421547573745	25.9935960424175
ENSMUSG00000093482	0	0
ENSMUSG00000097669	0	0
ENSMUSG00000097175	0.206986225751383	0.261220589648536
ENSMUSG00000097900	0.0821433822574203	0.190872608046001
ENSMUSG00000093658	0	0
ENSMUSG00000093380	0	0
ENSMUSG00000042541	31.3179126454583	31.0471031138597
ENSMUSG00000093675	0.0338134071644929	0.0860663652820788
ENSMUSG00000093581	0	0
ENSMUSG00000093651	0.156998473140648	0.0873037338007981
ENSMUSG00000090063	0	0.0361056754445503
ENSMUSG00000098963	0	0
ENSMUSG00000098846	0	0
ENSMUSG00000107967	0	0
ENSMUSG00000029754	0.0589470593374278	0.0645166927838856
ENSMUSG00000094868	0	0
ENSMUSG00000098326	0	0
ENSMUSG00000029755	0.00732840818481893	0.0265847835307456
ENSMUSG00000065770	0.118585150324205	0.211673750374878
ENSMUSG00000097356	0.00690720021751155	0.0527335668240656
ENSMUSG00000042505	2.00708692572374	2.04165285909815
ENSMUSG00000098421	0	0
ENSMUSG00000099178	0	0.0325651309995948
ENSMUSG00000098501	0	0
ENSMUSG00000107517	0	0
ENSMUSG00000107493	0	0
ENSMUSG00000061762	0.015410170578703	0.0638145364100967
ENSMUSG00000099182	0	0
ENSMUSG00000029752	649.488554101684	163.752729458968
ENSMUSG00000107394	0	0
ENSMUSG00000107844	0	0
ENSMUSG00000042460	10.5078154328441	13.6358431545286
ENSMUSG00000107549	0.677329497492935	0.767290247995211
ENSMUSG00000107763	0	0
ENSMUSG00000084418	0	0
ENSMUSG00000096403	15.8917787140544	17.9772236616227
ENSMUSG00000068794	0.00676353496013264	0.0710486815717312
ENSMUSG00000042447	8.17725848015487	10.4055522460155
ENSMUSG00000012483	38.4353860657932	30.7073190934979
ENSMUSG00000089862	0.479845250875755	0.408115756128129
ENSMUSG00000107705	0	0
ENSMUSG00000089890	0	0
ENSMUSG00000089735	0.027577638690772	0
ENSMUSG00000090151	0	0
ENSMUSG00000088118	0	0
ENSMUSG00000087305	0.00759920662678843	0.0376368191931907
ENSMUSG00000077250	0	0
ENSMUSG00000029638	0.0574118557675137	0.189890260200454
ENSMUSG00000107724	0.0660520311698698	0.155420093509932
ENSMUSG00000062995	1.68680310600341	5.37635743938294
ENSMUSG00000046178	0.00979842221629734	0.0256068720217361
ENSMUSG00000107851	0	0
ENSMUSG00000107459	0	0
ENSMUSG00000107762	0	0
ENSMUSG00000108222	0	0
ENSMUSG00000108249	0	0.00613028860450539
ENSMUSG00000094367	0.154992408619114	0
ENSMUSG00000098845	0	0
ENSMUSG00000108078	0	0
ENSMUSG00000107847	0	0
ENSMUSG00000107948	0	0
ENSMUSG00000029632	114.192794134756	89.3178968304408
ENSMUSG00000029629	4.68740577228769	5.75805940898005
ENSMUSG00000057223	0.0168538493112248	0.0312744398319279
ENSMUSG00000108209	0	0
ENSMUSG00000032625	0.102847491168308	1.30624157873877
ENSMUSG00000083794	0.0109322265802539	0
ENSMUSG00000107422	0	0
ENSMUSG00000065030	0	0
ENSMUSG00000083620	0.68639626532483	0.129520784961306
ENSMUSG00000108050	0	0
ENSMUSG00000098052	0	0
ENSMUSG00000029571	10.6369633093864	9.20113802985117
ENSMUSG00000077643	0	0
ENSMUSG00000079679	0	0.0428161411500046
ENSMUSG00000118525	0	0
ENSMUSG00000101894	0	0
ENSMUSG00000107500	0	0
ENSMUSG00000095489	0.280259000671178	0
ENSMUSG00000029569	11.8731247304733	11.8406352841105
ENSMUSG00000042742	10.097165788546	8.59085445377291
ENSMUSG00000048216	0.311353228128804	1.45634277906122
ENSMUSG00000052419	7.53605756353694	7.19822993398756
ENSMUSG00000097616	4.02639603851995	5.3525960123347
ENSMUSG00000107562	0	0
ENSMUSG00000107942	0	0.182459781937509
ENSMUSG00000108205	0	0
ENSMUSG00000088975	0	0
ENSMUSG00000107403	0	0
ENSMUSG00000077334	0	0
ENSMUSG00000107657	0	0
ENSMUSG00000042717	0	0
ENSMUSG00000029563	0.00183455971319075	0.477935719706637
ENSMUSG00000093317	0	0
ENSMUSG00000107703	0	0.0130842904432147
ENSMUSG00000041390	3.45063725243761	1.55507099988883
ENSMUSG00000108046	0.146878150056055	0.0523821508782802
ENSMUSG00000108048	0	0
ENSMUSG00000108201	0	0
ENSMUSG00000107885	0	0
ENSMUSG00000108089	0	0
ENSMUSG00000108295	0	0
ENSMUSG00000108025	0	0
ENSMUSG00000107022	0	0
ENSMUSG00000029553	0.00296463849164198	0
ENSMUSG00000081744	0	0
ENSMUSG00000084772	0	0.0261018225569271
ENSMUSG00000054556	0.0215116727098046	0.0320371522095882
ENSMUSG00000029552	3.34908787303606	5.84263361444465
ENSMUSG00000085171	0	0
ENSMUSG00000085264	0	0
ENSMUSG00000000058	0	0.261819900110435
ENSMUSG00000007655	0	0.0562743486082709
ENSMUSG00000100101	0	0
ENSMUSG00000093902	0	0
ENSMUSG00000009376	1.24412805444863	4.22723645048202
ENSMUSG00000015733	48.6580405504007	39.6450520629309
ENSMUSG00000029534	0.497241211420564	1.80732915691288
ENSMUSG00000098767	0	0
ENSMUSG00000098567	0	0
ENSMUSG00000098874	0.819435786117859	1.88202373978703
ENSMUSG00000098525	0.093695975831894	0.873524733451327
ENSMUSG00000099244	0	0.401849385477307
ENSMUSG00000098988	0	0.330903750479753
ENSMUSG00000086409	0	0
ENSMUSG00000081077	0	0
ENSMUSG00000106822	0.0530469463085935	0.487348802938204
ENSMUSG00000106801	0	0
ENSMUSG00000097700	1.18997632442459	0.148999469992575
ENSMUSG00000098570	0	0
ENSMUSG00000098791	0	0.734682908386508
ENSMUSG00000106858	0.0181226899592059	0.221554835645379
ENSMUSG00000010797	0	0.123482796828006
ENSMUSG00000010796	0.0640925957793922	0.0546531911703376
ENSMUSG00000107177	0	0
ENSMUSG00000084203	0	0
ENSMUSG00000082289	0.0211533006661291	0
ENSMUSG00000041301	0.00247402374147085	0.732942301330735
ENSMUSG00000087389	0	0
ENSMUSG00000080767	0	0.0931828110983743
ENSMUSG00000000416	0.396551276818549	0.323566957595617
ENSMUSG00000084947	0	0
ENSMUSG00000106944	0.112247820470842	0.0401250560152429
ENSMUSG00000093271	0	0
ENSMUSG00000095722	0	0
ENSMUSG00000107299	0	0
ENSMUSG00000071568	1.54522981847449	2.82749477213983
ENSMUSG00000106874	0.0498849236162015	0.215209178914913
ENSMUSG00000044155	15.8504067818895	18.7572228017073
ENSMUSG00000029517	0	0
ENSMUSG00000106819	0	0
ENSMUSG00000084650	0	0
ENSMUSG00000107349	0	0
ENSMUSG00000107217	0	0
ENSMUSG00000106885	0.0276812598739498	0.0680493607282475
ENSMUSG00000088880	0	0
ENSMUSG00000099149	0	0
ENSMUSG00000065702	0	0
ENSMUSG00000107100	0	0
ENSMUSG00000106814	0	0
ENSMUSG00000107067	0	0
ENSMUSG00000106763	0	0
ENSMUSG00000087831	0	0
ENSMUSG00000088458	0	0
ENSMUSG00000060882	0.0711123107598746	0.3187138381939
ENSMUSG00000106826	0.00981831270844514	0.101604066077698
ENSMUSG00000107097	0	0
ENSMUSG00000106855	0	0
ENSMUSG00000029669	0.274270088325274	2.11398191990539
ENSMUSG00000106709	0	0.176187302259258
ENSMUSG00000106871	0	0
ENSMUSG00000029670	6.68421089335657	6.1744568887056
ENSMUSG00000062980	0.0199320363910934	0.0484124010360939
ENSMUSG00000106736	0.0401899463441865	0
ENSMUSG00000029671	0.0144853414028226	0.126924384157842
ENSMUSG00000029672	16.7207495064428	19.2283655903369
ENSMUSG00000107282	0	0
ENSMUSG00000098187	0.240900845960436	0.0962818681863482
ENSMUSG00000106803	0	0
ENSMUSG00000107303	0	0
ENSMUSG00000096079	0	0
ENSMUSG00000096721	0	0
ENSMUSG00000107059	0	0
ENSMUSG00000068748	0.0320355798944428	0.264095328361776
ENSMUSG00000029695	0.252716652520758	1.41872550039358
ENSMUSG00000117306	0	0
ENSMUSG00000106989	0.0304073608648563	0.029633171684754
ENSMUSG00000117101	0	0
ENSMUSG00000107032	0	0
ENSMUSG00000029697	0.0273070548553684	0
ENSMUSG00000106775	0.00745021910253605	0
ENSMUSG00000017978	0.284623208735629	0.437581570387434
ENSMUSG00000098877	0	0
ENSMUSG00000088885	0	0
ENSMUSG00000051956	0	0.0409009273979962
ENSMUSG00000078179	0	0
ENSMUSG00000043865	0	0
ENSMUSG00000029700	0.00214598702410006	0
ENSMUSG00000093580	0	0
ENSMUSG00000096522	0	0
ENSMUSG00000046192	0.108977494728066	0.130898391817888
ENSMUSG00000023089	36.4825048377558	28.6627199897123
ENSMUSG00000029685	0.0042719133539073	0.0068432396696947
ENSMUSG00000107189	0.0742270125540001	0
ENSMUSG00000029683	0	0
ENSMUSG00000029684	9.18676638888859	11.307753617887
ENSMUSG00000106946	0.763196426662051	1.07941149153522
ENSMUSG00000029679	0	0
ENSMUSG00000029680	0	0
ENSMUSG00000029682	0	0
ENSMUSG00000107223	0	0
ENSMUSG00000029678	0	0
ENSMUSG00000077196	0	0
ENSMUSG00000048022	0.0592535681502137	0.956446870473071
ENSMUSG00000107212	0.0691027342051351	0.0755796044347706
ENSMUSG00000087867	0	0
ENSMUSG00000089442	0	0
ENSMUSG00000039904	0	0.0206372052546844
ENSMUSG00000029676	9.07820636043161	6.73162111613814
ENSMUSG00000106799	0	0
ENSMUSG00000107127	0	0
ENSMUSG00000088387	0	0
ENSMUSG00000106742	0	0
ENSMUSG00000024211	0.0269342297942222	0.541310096462975
ENSMUSG00000107377	0	0.0102573529966703
ENSMUSG00000088391	0	0
ENSMUSG00000076067	0	0
ENSMUSG00000106990	0.473870236251762	0.763006040871979
ENSMUSG00000043340	0.0326789344990474	0.062897811199494
ENSMUSG00000107320	0.159133509334213	0.451510963770834
ENSMUSG00000106959	0.245930859217393	0.619774322027774
ENSMUSG00000039841	3.5497143565278	6.83496730001481
ENSMUSG00000083107	0	0.0469445947850803
ENSMUSG00000029708	6.28191253000918	5.37989198644251
ENSMUSG00000020440	30.8023419631002	35.1145473863773
ENSMUSG00000029707	0.00796168397611389	0.0305705539588049
ENSMUSG00000029706	0	0
ENSMUSG00000107130	0	0
ENSMUSG00000001424	28.1144400636022	26.8724004193387
ENSMUSG00000104325	0.697194164749223	1.0753155011105
ENSMUSG00000103132	0.750301737226504	0.984073581858181
ENSMUSG00000049939	0.184267341367143	1.14995821715011
ENSMUSG00000103899	0.49808638053242	0.844056197864869
ENSMUSG00000092090	0.0201483835427742	0.0088319799586463
ENSMUSG00000065469	0	0
ENSMUSG00000059201	0	0
ENSMUSG00000064436	0	0
ENSMUSG00000029701	28.0894732323158	22.59032495864
ENSMUSG00000095596	0.237997722792191	0.721709634322972
ENSMUSG00000079654	0.540238370973589	0.344173612582436
ENSMUSG00000003500	15.3408659877811	12.9133759353778
ENSMUSG00000089289	0	0
ENSMUSG00000043421	7.56314584261874	7.53212245719248
ENSMUSG00000079652	0.0775478609647907	0.0751091262930755
ENSMUSG00000039742	0.102475540357739	0.0370223785415861
ENSMUSG00000090692	0	0
ENSMUSG00000029767	128.838807996919	70.3979229029079
ENSMUSG00000058831	0.0117276938098616	0
ENSMUSG00000029769	6.58626058042984	8.62455809669547
ENSMUSG00000092956	0	0
ENSMUSG00000104796	0	0
ENSMUSG00000068699	1.86822434248633	13.4674139515134
ENSMUSG00000004285	45.6261906877089	45.8634688413207
ENSMUSG00000090685	0.234258234635353	0.355976285670478
ENSMUSG00000059022	0.373764920381012	0.302435722057391
ENSMUSG00000088643	0.282902953507699	0
ENSMUSG00000097137	0.0369911072140468	0
ENSMUSG00000029771	1.30519797432068	0.543572758804331
ENSMUSG00000012535	29.1943986502567	23.5343452551675
ENSMUSG00000106904	1.77624821518211	1.31582284959091
ENSMUSG00000001763	0.964554148269342	1.36410780355344
ENSMUSG00000001761	5.41227200064797	23.8836179851229
ENSMUSG00000081564	0.323731136831764	1.18064991331803
ENSMUSG00000029772	3.06455028710784	3.32288635906728
ENSMUSG00000107012	0.00459268560571732	0
ENSMUSG00000039629	1.66429102640253	0.287767897709367
ENSMUSG00000082036	0.0786153753264536	0
ENSMUSG00000065078	0	0
ENSMUSG00000083961	0	0
ENSMUSG00000045709	1.20060474265241	0.0755827464643211
ENSMUSG00000095989	0	0
ENSMUSG00000058440	9.27811308111609	10.1327348803226
ENSMUSG00000065343	0.326699970892662	0.198976135643264
ENSMUSG00000076361	0.954532855327104	2.45334925541794
ENSMUSG00000065586	1.6832156097305	1.24774300960048
ENSMUSG00000065619	1.13914680340788	0.90969234137415
ENSMUSG00000103108	0.171852843402059	0.264016037956974
ENSMUSG00000039159	4.87206954951939	5.47077884097205
ENSMUSG00000084861	0	0
ENSMUSG00000087846	0.31237201116475	0
ENSMUSG00000039130	19.2144190067563	16.3271313576133
ENSMUSG00000065662	0	0
ENSMUSG00000029775	13.1258202146491	12.4010733401288
ENSMUSG00000085470	0.136645481509813	0.358836290904092
ENSMUSG00000029782	11.0839631437157	11.7202303739938
ENSMUSG00000029784	0.220186404677459	0.253977754420246
ENSMUSG00000071553	0.646899714096149	0.694365686319768
